device_info_serial,date_time,index,speed_2d,prediction,confidence,latitude,longitude,altitude,temperature,runtime,model
7092,2024-06-10 01:42:20,0,10.6747,Flap,1.00,52.4779056,4.5616520,42,27.8,2025-05-21 10:38:33,45_best
7092,2024-06-10 01:47:08,0,8.7585,Flap,1.00,52.4985986,4.5561920,13,26.2,2025-05-21 10:38:33,45_best
7092,2024-06-10 01:51:56,0,0.5171,Float,0.97,52.5034284,4.5533429,1,25.1,2025-05-21 10:38:33,45_best
7092,2024-06-10 01:56:44,0,0.7253,Float,1.00,52.5023148,4.5523349,0,27.3,2025-05-21 10:38:33,45_best
7092,2024-06-10 02:02:16,0,6.4088,Flap,1.00,52.5138561,4.5511386,9,26.8,2025-05-21 10:38:33,45_best
7092,2024-06-10 02:07:20,0,2.4667,Soar,0.49,52.5243637,4.5482735,-3,26.3,2025-05-21 10:38:33,45_best
7092,2024-06-10 02:12:24,0,6.6053,Flap,1.00,52.5345256,4.5350726,8,28.2,2025-05-21 10:38:33,45_best
7092,2024-06-10 02:17:26,0,8.0867,Flap,1.00,52.5455625,4.5142621,12,27.7,2025-05-21 10:38:33,45_best
7092,2024-06-10 02:22:31,0,9.0647,Flap,1.00,52.5506547,4.5175714,18,27.4,2025-05-21 10:38:33,45_best
7092,2024-06-10 02:27:24,0,10.3520,Flap,1.00,52.5304345,4.5375749,16,27.2,2025-05-21 10:38:33,45_best
7092,2024-06-10 02:32:11,0,10.0965,Flap,1.00,52.5108304,4.5300820,13,26.2,2025-05-21 10:38:33,45_best
7092,2024-06-10 02:37:01,0,10.8391,Flap,1.00,52.4870998,4.5373168,17,26.8,2025-05-21 10:38:33,45_best
7092,2024-06-10 02:41:47,0,12.4193,Flap,1.00,52.4682004,4.5629806,24,26.9,2025-05-21 10:38:33,45_best
