device_info_serial,date_time,index,speed_2d,prediction,confidence,latitude,longitude,altitude,temperature,runtime,model
7092,2024-07-16 02:52:01,0,6.4170,Soar,0.96,52.4794605,4.5068406,10,30.0,2025-05-21 10:36:39,45_best
7092,2024-07-16 02:56:45,0,5.8368,Flap,0.99,52.4865003,4.4838121,2,30.2,2025-05-21 10:36:39,45_best
7092,2024-07-16 03:01:34,0,5.9069,Flap,1.00,52.4869397,4.4628502,1,29.9,2025-05-21 10:36:39,45_best
7092,2024-07-16 03:06:22,0,1.6808,Flap,1.00,52.4814811,4.4488544,3,30.0,2025-05-21 10:36:39,45_best
7092,2024-07-16 03:11:36,0,0.4448,Float,0.86,52.4810086,4.4500858,-1,26.1,2025-05-21 10:36:39,45_best
7092,2024-07-16 03:21:14,0,15.4255,Flap,0.97,52.4628546,4.4809965,3,30.6,2025-05-21 10:36:39,45_best
