device_info_serial,date_time,index,speed_2d,prediction,confidence,latitude,longitude,altitude,temperature,runtime,model
7092,2024-07-11 03:06:09,0,10.1036,Flap,1.00,52.4692384,4.5070943,-3,32.6,2025-05-21 10:37:02,45_best
7092,2024-07-11 03:10:56,0,3.6891,Flap,0.99,52.4746982,4.4788643,2,32.5,2025-05-21 10:37:02,45_best
7092,2024-07-11 03:15:45,0,7.7559,Flap,0.92,52.4760338,4.4536751,1,32.5,2025-05-21 10:37:02,45_best
7092,2024-07-11 03:20:33,0,7.2845,Flap,0.99,52.4863410,4.4246529,6,32.1,2025-05-21 10:37:02,45_best
7092,2024-07-11 03:30:18,0,7.6261,Flap,1.00,52.4887170,4.3602203,-3,31.9,2025-05-21 10:37:02,45_best
7092,2024-07-11 03:40:01,0,11.0130,Flap,1.00,52.4954515,4.3073851,24,32.1,2025-05-21 10:37:02,45_best
7092,2024-07-11 03:44:50,0,9.8482,Flap,1.00,52.5205608,4.2915921,12,32.2,2025-05-21 10:37:02,45_best
7092,2024-07-11 03:49:37,0,13.8382,Flap,1.00,52.5378431,4.2802939,37,32.1,2025-05-21 10:37:02,45_best
7092,2024-07-11 03:54:26,0,11.6865,Flap,1.00,52.5706055,4.2977199,52,32.1,2025-05-21 10:37:02,45_best
7092,2024-07-11 03:59:13,0,14.8601,Flap,1.00,52.5792706,4.3396629,48,32.1,2025-05-21 10:37:02,45_best
7092,2024-07-11 04:04:00,0,9.9111,Flap,1.00,52.5629281,4.3746921,14,32.1,2025-05-21 10:37:02,45_best
7092,2024-07-11 04:08:48,0,10.2572,Soar,1.00,52.5427892,4.4049829,19,32.0,2025-05-21 10:37:02,45_best
7092,2024-07-11 04:13:37,0,8.2456,Flap,1.00,52.5242416,4.4350762,14,32.1,2025-05-21 10:37:02,45_best
