device_info_serial,date_time,index,speed_2d,prediction,confidence,latitude,longitude,altitude,temperature,runtime,model
7087,2024-05-04 19:25:39,0,14.0536,Flap,0.99,52.4691544,4.5199594,13,24.1,2025-05-21 11:16:10,45_best
7087,2024-05-04 19:30:26,0,12.7508,Flap,1.00,52.4728000,4.4905654,7,24.8,2025-05-21 11:16:10,45_best
7087,2024-05-04 19:35:14,0,10.9956,Flap,0.97,52.4740853,4.4497774,9,24.8,2025-05-21 11:16:10,45_best
7087,2024-05-04 19:40:03,0,12.4779,Flap,0.99,52.4656099,4.4012673,4,24.5,2025-05-21 11:16:10,45_best
7087,2024-05-04 19:44:49,0,9.0558,Flap,0.99,52.4616034,4.4112453,2,24.3,2025-05-21 11:16:10,45_best
7087,2024-05-04 19:49:38,0,5.9019,Flap,0.98,52.4730359,4.4261280,0,24.3,2025-05-21 11:16:10,45_best
7087,2024-05-04 19:54:30,0,4.6831,Flap,0.97,52.4761372,4.4420957,-1,24.9,2025-05-21 11:16:10,45_best
7087,2024-05-04 19:59:14,0,9.9594,Flap,0.98,52.4750838,4.4718645,-2,25.2,2025-05-21 11:16:10,45_best
7087,2024-05-04 20:06:00,0,9.2640,Flap,0.97,52.4672436,4.5124346,-1,24.2,2025-05-21 11:16:10,45_best
7087,2024-05-04 20:10:52,0,10.2019,Flap,0.99,52.4638362,4.5526242,11,24.6,2025-05-21 11:16:10,45_best
