device_info_serial,date_time,index,speed_2d,prediction,confidence,latitude,longitude,altitude,temperature,runtime,model
5965,2024-06-22 20:37:35,0,8.4292,Flap,1.00,52.4440633,4.4563422,8,31.4,2025-06-11 09:44:02,45_best
5965,2024-06-22 20:37:45,0,9.4077,Flap,1.00,52.4438426,4.4552300,6,31.5,2025-06-11 09:44:02,45_best
5965,2024-06-22 20:37:54,0,9.9760,Flap,1.00,52.4436460,4.4540663,15,31.6,2025-06-11 09:44:02,45_best
5965,2024-06-22 20:38:03,0,9.3296,Flap,1.00,52.4434279,4.4528823,19,31.8,2025-06-11 09:44:02,45_best
5965,2024-06-22 20:38:12,0,9.4222,Flap,1.00,52.4428590,4.4520426,25,31.9,2025-06-11 09:44:02,45_best
5965,2024-06-22 20:38:21,0,9.8392,Flap,1.00,52.4421022,4.4518386,26,32.0,2025-06-11 09:44:02,45_best
5965,2024-06-22 20:38:30,0,9.5538,Flap,1.00,52.4413220,4.4518951,25,32.1,2025-06-11 09:44:02,45_best
5965,2024-06-22 20:38:39,0,10.0032,Flap,1.00,52.4405975,4.4522551,28,32.1,2025-06-11 09:44:02,45_best
5965,2024-06-22 20:38:48,0,10.3034,Flap,1.00,52.4399460,4.4530977,29,32.1,2025-06-11 09:44:02,45_best
5965,2024-06-22 20:38:57,0,9.8777,Flap,1.00,52.4392279,4.4536190,30,32.1,2025-06-11 09:44:02,45_best
5965,2024-06-22 20:39:06,0,10.3540,Flap,1.00,52.4386451,4.4545409,26,32.2,2025-06-11 09:44:02,45_best
5965,2024-06-22 20:39:16,0,10.5736,Flap,1.00,52.4381253,4.4558055,27,32.1,2025-06-11 09:44:02,45_best
5965,2024-06-22 20:39:25,0,10.4858,Flap,1.00,52.4375142,4.4567110,26,32.2,2025-06-11 09:44:02,45_best
5965,2024-06-22 20:39:34,0,10.0332,Flap,1.00,52.4368652,4.4575128,28,32.3,2025-06-11 09:44:02,45_best
5965,2024-06-22 20:39:43,0,10.4269,Flap,1.00,52.4362257,4.4583690,27,32.3,2025-06-11 09:44:02,45_best
5965,2024-06-22 20:39:52,0,10.1877,Flap,1.00,52.4357039,4.4594322,25,32.2,2025-06-11 09:44:02,45_best
5965,2024-06-22 20:40:10,0,9.7348,Flap,1.00,52.4345249,4.4612155,25,32.1,2025-06-11 09:44:02,45_best
5965,2024-06-22 20:40:19,0,10.4841,Flap,1.00,52.4338960,4.4620366,25,32.2,2025-06-11 09:44:02,45_best
5965,2024-06-22 20:40:28,0,10.3277,Flap,1.00,52.4333163,4.4630041,25,32.2,2025-06-11 09:44:02,45_best
5965,2024-06-22 20:40:38,0,10.6239,Flap,1.00,52.4326533,4.4640333,27,32.2,2025-06-11 09:44:02,45_best
5965,2024-06-22 20:40:47,0,10.2165,Flap,1.00,52.4321582,4.4651595,27,32.3,2025-06-11 09:44:02,45_best
5965,2024-06-22 20:40:56,0,11.1984,Flap,1.00,52.4316274,4.4662695,24,32.3,2025-06-11 09:44:02,45_best
5965,2024-06-22 20:41:05,0,10.5926,Flap,1.00,52.4311347,4.4674445,23,32.4,2025-06-11 09:44:02,45_best
5965,2024-06-22 20:41:14,0,10.7697,Flap,1.00,52.4307360,4.4686854,24,32.3,2025-06-11 09:44:02,45_best
5965,2024-06-22 20:41:23,0,10.3405,Flap,1.00,52.4302120,4.4697366,24,32.3,2025-06-11 09:44:02,45_best
5965,2024-06-22 20:41:32,0,10.8852,Flap,1.00,52.4296852,4.4708493,22,32.3,2025-06-11 09:44:02,45_best
5965,2024-06-22 20:41:41,0,10.7178,Flap,0.99,52.4291109,4.4719470,23,32.4,2025-06-11 09:44:02,45_best
5965,2024-06-22 20:41:50,0,11.1032,Flap,1.00,52.4286095,4.4731683,23,32.4,2025-06-11 09:44:02,45_best
5965,2024-06-22 20:42:00,0,11.5704,Flap,1.00,52.4281083,4.4745988,23,32.4,2025-06-11 09:44:02,45_best
5965,2024-06-22 20:42:09,0,10.8830,Flap,1.00,52.4276115,4.4757583,24,32.4,2025-06-11 09:44:02,45_best
5965,2024-06-22 20:42:18,0,10.9651,Flap,1.00,52.4272270,4.4770561,25,32.4,2025-06-11 09:44:02,45_best
5965,2024-06-22 20:42:27,0,9.4948,Flap,1.00,52.4267988,4.4782742,26,32.4,2025-06-11 09:44:02,45_best
5965,2024-06-22 20:42:36,0,10.9326,Flap,0.99,52.4262526,4.4793422,25,32.5,2025-06-11 09:44:02,45_best
5965,2024-06-22 20:42:45,0,10.2472,Flap,0.99,52.4257082,4.4803619,24,32.5,2025-06-11 09:44:02,45_best
5965,2024-06-22 20:42:54,0,10.6587,Flap,1.00,52.4251412,4.4813657,25,32.5,2025-06-11 09:44:02,45_best
5965,2024-06-22 20:43:03,0,10.1684,Flap,1.00,52.4245828,4.4823656,26,32.5,2025-06-11 09:44:02,45_best
5965,2024-06-22 20:43:12,0,9.5020,Soar,0.81,52.4240227,4.4832816,24,32.6,2025-06-11 09:44:02,45_best
