device_info_serial,date_time,index,speed_2d,prediction,confidence,latitude,longitude,altitude,temperature,runtime,model
5615,2024-07-11 09:08:30,0,7.4899,Flap,1.00,52.4476976,4.5284093,33,27.1,2025-05-21 11:07:22,45_best
5615,2024-07-11 09:13:18,0,0.7304,Float,0.99,52.4457847,4.5058532,-5,26.6,2025-05-21 11:07:22,45_best
5615,2024-07-11 09:18:06,0,8.8441,Flap,0.99,52.4395106,4.4831196,51,26.8,2025-05-21 11:07:22,45_best
5615,2024-07-11 09:22:54,0,7.5001,Flap,1.00,52.4383162,4.4610613,41,27.2,2025-05-21 11:07:22,45_best
5615,2024-07-11 09:27:43,0,7.2323,Flap,0.99,52.4454511,4.4340108,57,27.6,2025-05-21 11:07:22,45_best
5615,2024-07-11 09:32:30,0,6.9775,Flap,0.98,52.4571413,4.4086929,63,27.7,2025-05-21 11:07:22,45_best
5615,2024-07-11 09:37:18,0,7.9129,Flap,1.00,52.4665732,4.3855366,51,27.4,2025-05-21 11:07:22,45_best
5615,2024-07-11 09:42:06,0,5.7231,Soar,1.00,52.4846974,4.3875930,96,27.8,2025-05-21 11:07:22,45_best
5615,2024-07-11 09:46:54,0,7.8597,Soar,0.99,52.4864366,4.4369272,50,27.5,2025-05-21 11:07:22,45_best
5615,2024-07-11 09:51:42,0,12.6860,Flap,1.00,52.4730439,4.4832193,13,28.0,2025-05-21 11:07:22,45_best
5615,2024-07-11 09:56:29,0,15.0507,Flap,0.99,52.4601774,4.5271903,32,28.0,2025-05-21 11:07:22,45_best
