device_info_serial,date_time,index,speed_2d,prediction,confidence,latitude,longitude,altitude,temperature,runtime,model
5579,2023-07-20 01:47:52,0,11.8465,Flap,1.00,52.4682358,4.5582704,91,29.3,2025-05-15 15:37:22,45_best
5579,2023-07-20 01:52:40,0,11.0754,Flap,0.99,52.4706454,4.5092240,24,28.6,2025-05-15 15:37:22,45_best
5579,2023-07-20 01:57:28,0,12.7086,Flap,1.00,52.4611533,4.4691774,3,29.1,2025-05-15 15:37:22,45_best
5579,2023-07-20 01:57:38,0,11.9470,Flap,1.00,52.4605570,4.4679095,9,29.1,2025-05-15 15:37:22,45_best
5579,2023-07-20 01:57:45,0,11.0122,Flap,1.00,52.4601491,4.4669631,8,29.1,2025-05-15 15:37:22,45_best
5579,2023-07-20 01:57:51,0,10.8982,Flap,0.99,52.4597810,4.4661811,10,29.1,2025-05-15 15:37:22,45_best
5579,2023-07-20 01:57:57,0,11.7647,Flap,1.00,52.4593775,4.4654146,11,29.2,2025-05-15 15:37:22,45_best
5579,2023-07-20 01:58:03,0,11.0535,Flap,0.99,52.4590868,4.4646441,13,29.2,2025-05-15 15:37:22,45_best
5579,2023-07-20 01:58:09,0,11.7548,Flap,0.98,52.4586700,4.4638905,12,29.2,2025-05-15 15:37:22,45_best
5579,2023-07-20 01:58:15,0,10.8641,Flap,0.99,52.4583127,4.4631890,11,29.3,2025-05-15 15:37:22,45_best
5579,2023-07-20 01:58:21,0,5.8001,Flap,0.96,52.4580284,4.4626001,6,29.3,2025-05-15 15:37:22,45_best
5579,2023-07-20 01:58:27,0,7.9113,Flap,0.99,52.4580253,4.4623046,4,29.3,2025-05-15 15:37:22,45_best
5579,2023-07-20 01:58:33,0,9.4480,Flap,0.99,52.4578464,4.4615604,7,29.4,2025-05-15 15:37:22,45_best
5579,2023-07-20 01:58:39,0,6.4848,Flap,1.00,52.4578105,4.4609128,8,29.3,2025-05-15 15:37:22,45_best
5579,2023-07-20 01:58:52,0,10.1159,Flap,0.99,52.4574522,4.4595782,8,29.4,2025-05-15 15:37:22,45_best
5579,2023-07-20 01:58:58,0,8.4319,Flap,1.00,52.4571939,4.4588411,8,29.4,2025-05-15 15:37:22,45_best
5579,2023-07-20 01:59:04,0,9.8298,Flap,0.99,52.4568439,4.4581720,10,29.5,2025-05-15 15:37:22,45_best
5579,2023-07-20 01:59:10,0,10.2054,Flap,0.87,52.4564196,4.4575327,8,29.5,2025-05-15 15:37:22,45_best
5579,2023-07-20 01:59:16,0,9.3939,Flap,1.00,52.4561491,4.4568648,9,29.5,2025-05-15 15:37:22,45_best
5579,2023-07-20 01:59:22,0,9.7091,Flap,0.99,52.4558547,4.4561379,8,29.5,2025-05-15 15:37:22,45_best
5579,2023-07-20 01:59:28,0,10.4350,Flap,0.99,52.4555737,4.4554015,7,29.5,2025-05-15 15:37:22,45_best
5579,2023-07-20 01:59:34,0,7.2032,Flap,1.00,52.4553840,4.4546759,9,29.6,2025-05-15 15:37:22,45_best
5579,2023-07-20 01:59:40,0,7.9076,Flap,0.99,52.4552547,4.4539940,8,29.6,2025-05-15 15:37:22,45_best
5579,2023-07-20 01:59:46,0,9.0625,Flap,0.99,52.4551237,4.4533477,9,29.6,2025-05-15 15:37:22,45_best
5579,2023-07-20 01:59:52,0,7.9407,Flap,0.99,52.4549264,4.4526651,8,29.6,2025-05-15 15:37:22,45_best
5579,2023-07-20 01:59:58,0,9.3081,Flap,1.00,52.4547143,4.4519275,6,29.6,2025-05-15 15:37:22,45_best
5579,2023-07-20 02:00:04,0,7.3072,Flap,1.00,52.4546396,4.4512248,7,29.6,2025-05-15 15:37:22,45_best
5579,2023-07-20 02:00:10,0,7.8063,Flap,0.99,52.4546322,4.4506132,8,29.7,2025-05-15 15:37:22,45_best
5579,2023-07-20 02:00:17,0,9.1492,Flap,0.99,52.4544455,4.4498419,8,29.7,2025-05-15 15:37:22,45_best
5579,2023-07-20 02:00:23,0,8.8266,Flap,0.99,52.4542174,4.4491509,8,29.7,2025-05-15 15:37:22,45_best
5579,2023-07-20 02:00:29,0,8.3921,Flap,1.00,52.4540724,4.4484960,7,29.7,2025-05-15 15:37:22,45_best
5579,2023-07-20 02:00:35,0,8.7457,Flap,1.00,52.4539108,4.4477965,6,29.7,2025-05-15 15:37:22,45_best
5579,2023-07-20 02:00:47,0,8.6259,Flap,0.99,52.4536344,4.4463986,6,29.8,2025-05-15 15:37:22,45_best
5579,2023-07-20 02:00:53,0,8.4151,Flap,1.00,52.4535401,4.4456944,7,29.8,2025-05-15 15:37:22,45_best
5579,2023-07-20 02:01:05,0,6.8193,Flap,1.00,52.4534813,4.4443961,9,29.8,2025-05-15 15:37:22,45_best
5579,2023-07-20 02:01:11,0,7.0995,Flap,0.99,52.4535286,4.4438389,10,29.8,2025-05-15 15:37:22,45_best
5579,2023-07-20 02:01:17,0,7.0082,Flap,0.99,52.4534784,4.4431720,10,29.8,2025-05-15 15:37:22,45_best
