device_info_serial,date_time,index,speed_2d,prediction,confidence,latitude,longitude,altitude,temperature,runtime,model
7092,2023-06-30 06:01:13,0,8.5707,Flap,1.00,52.5048428,4.5136334,17,31.0,2025-05-26 11:55:23,45_best
7092,2023-06-30 06:06:01,0,8.0952,Flap,1.00,52.5266106,4.4948523,0,31.3,2025-05-26 11:55:23,45_best
7092,2023-06-30 06:10:49,6,10.5960,Flap,1.00,52.5488826,4.4829132,15,31.3,2025-05-26 11:55:23,45_best
7092,2023-06-30 06:11:00,0,10.8720,Flap,1.00,52.5498742,4.4825279,11,31.4,2025-05-26 11:55:23,45_best
7092,2023-06-30 06:11:07,0,12.2227,Flap,1.00,52.5505512,4.4821170,6,31.4,2025-05-26 11:55:23,45_best
7092,2023-06-30 06:11:13,0,7.0394,Flap,1.00,52.5509833,4.4817595,10,31.4,2025-05-26 11:55:23,45_best
7092,2023-06-30 06:11:19,0,9.7103,Flap,1.00,52.5513643,4.4813018,11,31.4,2025-05-26 11:55:23,45_best
7092,2023-06-30 06:11:25,0,9.4530,Flap,1.00,52.5518569,4.4809375,9,31.4,2025-05-26 11:55:23,45_best
7092,2023-06-30 06:11:31,0,9.5423,Flap,1.00,52.5523576,4.4806058,9,31.4,2025-05-26 11:55:23,45_best
7092,2023-06-30 06:11:37,0,11.4382,Flap,1.00,52.5529412,4.4803381,6,31.5,2025-05-26 11:55:23,45_best
7092,2023-06-30 06:11:43,0,9.8842,Flap,1.00,52.5534747,4.4800527,9,31.5,2025-05-26 11:55:23,45_best
7092,2023-06-30 06:11:49,0,7.2843,Flap,1.00,52.5537383,4.4795311,12,31.5,2025-05-26 11:55:23,45_best
7092,2023-06-30 06:11:55,0,7.3946,Flap,1.00,52.5539420,4.4790023,15,31.5,2025-05-26 11:55:23,45_best
7092,2023-06-30 06:12:01,0,9.6618,Flap,1.00,52.5543506,4.4785261,15,31.5,2025-05-26 11:55:23,45_best
7092,2023-06-30 06:12:07,0,10.4389,Flap,1.00,52.5548396,4.4781085,16,31.6,2025-05-26 11:55:23,45_best
7092,2023-06-30 06:12:14,0,9.1108,Flap,1.00,52.5553792,4.4776451,17,31.6,2025-05-26 11:55:23,45_best
