device_info_serial,date_time,index,speed_2d,prediction,confidence,latitude,longitude,altitude,temperature,runtime,model
7088,2023-07-09 15:34:03,0,12.4845,Flap,1.00,52.4610899,4.5244615,34,30.6,2025-05-21 10:14:54,45_best
7088,2023-07-09 15:39:02,0,11.0832,Flap,0.99,52.4602626,4.4787556,52,30.5,2025-05-21 10:14:54,45_best
7088,2023-07-09 15:39:08,0,7.6103,Manouvre,0.42,52.4604132,4.4779111,55,30.6,2025-05-21 10:14:54,45_best
7088,2023-07-09 15:39:14,0,10.7699,Flap,0.99,52.4607703,4.4776759,45,30.7,2025-05-21 10:14:54,45_best
7088,2023-07-09 15:39:20,0,10.4278,Manouvre,0.94,52.4609555,4.4767877,47,30.8,2025-05-21 10:14:54,45_best
7088,2023-07-09 15:39:27,0,7.1211,Flap,0.99,52.4610431,4.4758928,50,30.7,2025-05-21 10:14:54,45_best
7088,2023-07-09 15:39:33,0,8.0039,Flap,0.99,52.4613078,4.4753772,47,30.8,2025-05-21 10:14:54,45_best
7088,2023-07-09 15:39:45,0,10.3131,Flap,0.99,52.4616334,4.4737311,45,30.7,2025-05-21 10:14:54,45_best
7088,2023-07-09 15:39:51,0,10.4687,Flap,0.99,52.4616744,4.4727842,49,30.7,2025-05-21 10:14:54,45_best
7088,2023-07-09 15:40:03,0,10.2589,Flap,0.99,52.4617264,4.4708530,56,30.8,2025-05-21 10:14:54,45_best
7088,2023-07-09 15:40:09,0,10.2521,Flap,0.99,52.4618945,4.4700066,57,30.8,2025-05-21 10:14:54,45_best
7088,2023-07-09 15:40:15,0,11.0607,Flap,0.99,52.4618154,4.4690297,57,30.9,2025-05-21 10:14:54,45_best
7088,2023-07-09 15:40:21,0,11.0484,Flap,0.99,52.4618509,4.4680719,57,30.9,2025-05-21 10:14:54,45_best
7088,2023-07-09 15:40:34,0,9.4689,Flap,0.99,52.4621442,4.4661760,56,30.9,2025-05-21 10:14:54,45_best
7088,2023-07-09 15:40:40,0,10.8185,Flap,0.99,52.4623720,4.4654157,54,31.0,2025-05-21 10:14:54,45_best
7088,2023-07-09 15:40:46,0,11.0562,Flap,0.99,52.4623376,4.4644215,59,30.9,2025-05-21 10:14:54,45_best
7088,2023-07-09 15:40:52,0,12.2943,Flap,0.99,52.4620992,4.4634471,58,30.9,2025-05-21 10:14:54,45_best
7088,2023-07-09 15:40:58,0,12.1841,Flap,0.99,52.4617812,4.4625058,57,31.0,2025-05-21 10:14:54,45_best
7088,2023-07-09 15:41:16,0,10.3228,Manouvre,0.59,52.4617530,4.4596640,61,31.0,2025-05-21 10:14:54,45_best
7088,2023-07-09 15:41:22,0,9.1384,ExFlap,0.75,52.4621038,4.4591775,28,30.9,2025-05-21 10:14:54,45_best
7088,2023-07-09 15:41:28,0,0.5394,Soar,0.77,52.4619100,4.4592861,13,29.6,2025-05-21 10:14:54,45_best
