file_name,device_info_serial,date_time,index,speed_2d,prediction,confidence,altitude,temperature,runtime,model,inPark,longitude,latitude,WENT_BACK
5579_2023-06-24 01:22:18_2023-06-24 06:10:21.csv,5579,2023-06-24T05:07:25Z,0,8.7612,Soar,0.97,25,29.3,2025-05-15T15:39:17Z,45_best,1,4.2443964,52.399592,1
5579_2023-06-24 01:22:18_2023-06-24 06:10:21.csv,5579,2023-06-24T05:07:31Z,0,11.4582,Flap,1,24,29.3,2025-05-15T15:39:17Z,45_best,1,4.2438759,52.4000716,1
5579_2023-06-24 01:22:18_2023-06-24 06:10:21.csv,5579,2023-06-24T05:07:43Z,0,10.2077,Flap,1,22,29.2,2025-05-15T15:39:17Z,45_best,1,4.242608,52.4007573,1
5579_2023-06-24 01:22:18_2023-06-24 06:10:21.csv,5579,2023-06-24T05:07:49Z,0,9.5113,Flap,1,22,29.2,2025-05-15T15:39:17Z,45_best,1,4.2419233,52.4010137,1
5579_2023-06-24 01:22:18_2023-06-24 06:10:21.csv,5579,2023-06-24T05:08:07Z,0,9.6057,Flap,0.99,20,29.2,2025-05-15T15:39:17Z,45_best,1,4.240381,52.4024382,1
5579_2023-06-24 01:22:18_2023-06-24 06:10:21.csv,5579,2023-06-24T05:08:13Z,0,9.5133,Flap,0.99,20,29.2,2025-05-15T15:39:17Z,45_best,1,4.2396956,52.4027163,1
5579_2023-06-24 01:22:18_2023-06-24 06:10:21.csv,5579,2023-06-24T05:08:19Z,0,9.4388,Flap,1,20,29.2,2025-05-15T15:39:17Z,45_best,1,4.2390371,52.4030071,1
5579_2023-06-24 01:22:18_2023-06-24 06:10:21.csv,5579,2023-06-24T05:08:31Z,0,7.4116,Flap,1,21,29.2,2025-05-15T15:39:17Z,45_best,1,4.2378592,52.4037733,1
5579_2023-06-24 01:22:18_2023-06-24 06:10:21.csv,5579,2023-06-24T05:08:38Z,0,11.2573,Flap,0.99,21,29.2,2025-05-15T15:39:17Z,45_best,1,4.2370862,52.4041337,1
5579_2023-06-24 01:22:18_2023-06-24 06:10:21.csv,5579,2023-06-24T05:08:44Z,0,8.744,Flap,0.99,21,29.2,2025-05-15T15:39:17Z,45_best,1,4.2363646,52.4044005,1
5579_2023-06-24 01:22:18_2023-06-24 06:10:21.csv,5579,2023-06-24T05:08:50Z,0,10.0045,Flap,0.99,22,29.2,2025-05-15T15:39:17Z,45_best,1,4.2356068,52.4046299,1
5579_2023-06-24 01:22:18_2023-06-24 06:10:21.csv,5579,2023-06-24T05:08:56Z,0,7.9439,Flap,0.99,23,29.1,2025-05-15T15:39:17Z,45_best,1,4.2348769,52.4046763,1
5579_2023-06-24 01:22:18_2023-06-24 06:10:21.csv,5579,2023-06-24T05:09:02Z,0,7.2319,Flap,0.99,23,29.1,2025-05-15T15:39:17Z,45_best,1,4.2342243,52.4045929,1
5579_2023-06-24 01:22:18_2023-06-24 06:10:21.csv,5579,2023-06-24T05:09:14Z,0,7.1823,Flap,0.99,24,29.1,2025-05-15T15:39:17Z,45_best,1,4.2331926,52.4042325,1
5579_2023-06-24 01:22:18_2023-06-24 06:10:21.csv,5579,2023-06-24T05:09:26Z,0,0.6613,TerLoco,0.5,1,29.1,2025-05-15T15:39:17Z,45_best,1,4.2325754,52.4041507,1
5579_2023-06-24 01:22:18_2023-06-24 06:10:21.csv,5579,2023-06-24T05:09:32Z,0,0.8298,ExFlap,0.96,-1,25.4,2025-05-15T15:39:17Z,45_best,1,4.2326474,52.4041761,1
5579_2023-06-24 01:22:18_2023-06-24 06:10:21.csv,5579,2023-06-24T05:09:51Z,0,0.7319,Float,1,0,23.9,2025-05-15T15:39:17Z,45_best,1,4.2327999,52.4042785,1
5579_2023-06-24 01:22:18_2023-06-24 06:10:21.csv,5579,2023-06-24T05:09:57Z,0,0.7387,Float,0.54,-1,24,2025-05-15T15:39:17Z,45_best,1,4.2328411,52.4043123,1
5579_2023-06-24 01:22:18_2023-06-24 06:10:21.csv,5579,2023-06-24T05:10:03Z,0,0.6539,Soar,0.66,0,24.1,2025-05-15T15:39:17Z,45_best,1,4.2328781,52.4043463,1
5579_2023-06-24 01:22:18_2023-06-24 06:10:21.csv,5579,2023-06-24T05:10:15Z,0,0.3843,Float,0.65,0,24.7,2025-05-15T15:39:17Z,45_best,1,4.232968,52.404416,1
5579_2023-06-24 01:22:18_2023-06-24 06:10:21.csv,5579,2023-06-24T05:10:27Z,0,0.9208,Float,0.88,0,25,2025-05-15T15:39:17Z,45_best,1,4.2330386,52.4044781,1
5579_2023-06-24 01:22:18_2023-06-24 06:10:21.csv,5579,2023-06-24T05:10:33Z,0,0.3871,Float,0.52,-1,24.9,2025-05-15T15:39:17Z,45_best,1,4.233069,52.4045081,1
5579_2023-06-24 01:22:18_2023-06-24 06:10:21.csv,5579,2023-06-24T05:10:39Z,0,0.4666,Soar,0.58,0,25,2025-05-15T15:39:17Z,45_best,1,4.2331047,52.4045474,1
5579_2023-06-24 01:22:18_2023-06-24 06:10:21.csv,5579,2023-06-24T05:10:45Z,0,0.8319,Float,0.99,-2,25.2,2025-05-15T15:39:17Z,45_best,1,4.2331431,52.4045821,1
5579_2023-06-24 01:22:18_2023-06-24 06:10:21.csv,5579,2023-06-24T05:10:57Z,0,1.0652,Float,1,-2,25.5,2025-05-15T15:39:17Z,45_best,1,4.2332051,52.4046429,1
5579_2023-07-06 01:46:57_2023-07-06 02:50:23.csv,5579,2023-07-06T02:45:55Z,0,7.8419,Flap,1,14,28.4,2025-05-15T15:38:35Z,45_best,1,4.2430138,52.3980276,1
5579_2023-07-06 01:46:57_2023-07-06 02:50:23.csv,5579,2023-07-06T02:46:01Z,0,6.5398,Flap,0.99,19,28.4,2025-05-15T15:38:35Z,45_best,1,4.242492,52.3981942,1
5579_2023-07-06 01:46:57_2023-07-06 02:50:23.csv,5579,2023-07-06T02:46:07Z,0,6.6857,Flap,0.99,17,28.4,2025-05-15T15:38:35Z,45_best,1,4.2419568,52.398049,1
5579_2023-07-06 01:46:57_2023-07-06 02:50:23.csv,5579,2023-07-06T02:46:13Z,0,6.3359,Flap,1,20,28.4,2025-05-15T15:38:35Z,45_best,1,4.2414329,52.3979346,1
5579_2023-07-06 01:46:57_2023-07-06 02:50:23.csv,5579,2023-07-06T02:46:20Z,0,6.5133,Flap,0.99,21,28.3,2025-05-15T15:38:35Z,45_best,1,4.2408318,52.397753,1
5579_2023-07-06 01:46:57_2023-07-06 02:50:23.csv,5579,2023-07-06T02:46:26Z,0,7.1273,Flap,0.99,20,28.4,2025-05-15T15:38:35Z,45_best,1,4.2402273,52.3978222,1
5579_2023-07-06 01:46:57_2023-07-06 02:50:23.csv,5579,2023-07-06T02:46:32Z,0,7.621,Flap,0.99,22,28.4,2025-05-15T15:38:35Z,45_best,1,4.2396022,52.3979614,1
5579_2023-07-06 01:46:57_2023-07-06 02:50:23.csv,5579,2023-07-06T02:46:38Z,0,6.193,Flap,0.99,23,28.4,2025-05-15T15:38:35Z,45_best,1,4.2390402,52.3978973,1
5579_2023-07-06 01:46:57_2023-07-06 02:50:23.csv,5579,2023-07-06T02:46:44Z,0,7.0962,Flap,0.99,24,28.4,2025-05-15T15:38:35Z,45_best,1,4.2385057,52.3976965,1
5579_2023-07-06 01:46:57_2023-07-06 02:50:23.csv,5579,2023-07-06T02:46:50Z,0,7.7896,Flap,0.99,22,28.4,2025-05-15T15:38:35Z,45_best,1,4.2380874,52.3973527,1
5579_2023-07-06 01:46:57_2023-07-06 02:50:23.csv,5579,2023-07-06T02:46:56Z,0,9.2951,Flap,1,21,28.3,2025-05-15T15:38:35Z,45_best,1,4.2375443,52.3975409,1
5579_2023-07-06 01:46:57_2023-07-06 02:50:23.csv,5579,2023-07-06T02:47:02Z,0,8.6137,Flap,1,22,28.4,2025-05-15T15:38:35Z,45_best,1,4.2370985,52.3979671,1
5579_2023-07-06 01:46:57_2023-07-06 02:50:23.csv,5579,2023-07-06T02:47:08Z,0,10.4601,Flap,0.99,22,28.3,2025-05-15T15:38:35Z,45_best,1,4.2367194,52.3984253,1
5579_2023-07-06 01:46:57_2023-07-06 02:50:23.csv,5579,2023-07-06T02:47:14Z,0,9.2791,Flap,0.99,22,28.3,2025-05-15T15:38:35Z,45_best,1,4.2364106,52.3989301,1
5579_2023-07-06 01:46:57_2023-07-06 02:50:23.csv,5579,2023-07-06T02:47:21Z,0,7.961,Soar,0.33,23,28.3,2025-05-15T15:38:35Z,45_best,1,4.2358878,52.3993773,1
5579_2023-07-06 01:46:57_2023-07-06 02:50:23.csv,5579,2023-07-06T02:47:33Z,0,7.3598,Flap,0.99,20,28.3,2025-05-15T15:38:35Z,45_best,1,4.2347315,52.399673,1
5579_2023-07-06 01:46:57_2023-07-06 02:50:23.csv,5579,2023-07-06T02:47:39Z,0,8.1929,Flap,0.99,20,28.4,2025-05-15T15:38:35Z,45_best,1,4.2341173,52.3998436,1
5579_2023-07-06 01:46:57_2023-07-06 02:50:23.csv,5579,2023-07-06T02:47:45Z,0,7.472,Flap,1,20,28.4,2025-05-15T15:38:35Z,45_best,1,4.2334825,52.3998673,1
5579_2023-07-06 01:46:57_2023-07-06 02:50:23.csv,5579,2023-07-06T02:47:51Z,0,6.809,Flap,0.99,21,28.3,2025-05-15T15:38:35Z,45_best,1,4.2328775,52.3998305,1
5579_2023-07-06 01:46:57_2023-07-06 02:50:23.csv,5579,2023-07-06T02:47:57Z,0,6.9459,Flap,0.99,22,28.3,2025-05-15T15:38:35Z,45_best,1,4.2322785,52.3997715,1
5579_2023-07-06 01:46:57_2023-07-06 02:50:23.csv,5579,2023-07-06T02:48:03Z,0,7.6206,Flap,0.99,21,28.3,2025-05-15T15:38:35Z,45_best,1,4.2316403,52.3998642,1
5579_2023-07-06 01:46:57_2023-07-06 02:50:23.csv,5579,2023-07-06T02:48:15Z,0,8.7966,Flap,0.99,23,28.3,2025-05-15T15:38:35Z,45_best,1,4.2305718,52.4004591,1
5579_2023-07-06 01:46:57_2023-07-06 02:50:23.csv,5579,2023-07-06T02:48:21Z,0,8.8917,Flap,0.99,24,28.3,2025-05-15T15:38:35Z,45_best,1,4.230101,52.400841,1
5579_2023-07-06 01:46:57_2023-07-06 02:50:23.csv,5579,2023-07-06T02:48:27Z,0,8.6351,Flap,1,22,28.3,2025-05-15T15:38:35Z,45_best,1,4.229561,52.4011515,1
5579_2023-07-06 01:46:57_2023-07-06 02:50:23.csv,5579,2023-07-06T02:48:33Z,0,7.4211,Flap,1,21,28.3,2025-05-15T15:38:35Z,45_best,1,4.2289438,52.4012698,1
5579_2023-07-06 01:46:57_2023-07-06 02:50:23.csv,5579,2023-07-06T02:48:40Z,0,8.9523,Flap,0.99,19,28.3,2025-05-15T15:38:35Z,45_best,1,4.2282825,52.4015384,1
5579_2023-07-06 01:46:57_2023-07-06 02:50:23.csv,5579,2023-07-06T02:48:46Z,0,7.8851,Flap,0.99,21,28.3,2025-05-15T15:38:35Z,45_best,1,4.2276834,52.4016918,1
5579_2023-07-06 01:46:57_2023-07-06 02:50:23.csv,5579,2023-07-06T02:48:52Z,0,6.6476,Flap,0.99,18,28.3,2025-05-15T15:38:35Z,45_best,1,4.2271038,52.4016144,1
5579_2023-07-06 01:46:57_2023-07-06 02:50:23.csv,5579,2023-07-06T02:49:04Z,0,8.5555,Flap,0.99,20,28.3,2025-05-15T15:38:35Z,45_best,1,4.2260101,52.4019766,1
5579_2023-07-06 01:46:57_2023-07-06 02:50:23.csv,5579,2023-07-06T02:49:10Z,0,9.4066,Flap,0.99,19,28.3,2025-05-15T15:38:35Z,45_best,1,4.2254789,52.4022953,1
5579_2023-07-06 01:46:57_2023-07-06 02:50:23.csv,5579,2023-07-06T02:49:22Z,0,7.0361,Flap,0.99,22,28.3,2025-05-15T15:38:35Z,45_best,1,4.2243296,52.4026429,1
5579_2023-07-06 01:46:57_2023-07-06 02:50:23.csv,5579,2023-07-06T02:49:28Z,0,7.1762,Flap,0.99,23,28.3,2025-05-15T15:38:35Z,45_best,1,4.2237635,52.4025225,1
