file_name,device_info_serial,start_time,end_time,inPark,WENT_BACK,feeding_event
7092_2023-06-24 00:24:31_2023-06-24 03:03:43.csv,7092,2023-06-24T00:24:31Z,2023-06-24T03:03:43Z,0,0,0
7092_2023-06-25 00:56:00_2023-06-25 02:37:20.csv,7092,2023-06-25T00:56:00Z,2023-06-25T02:37:20Z,0,1,1
7092_2023-06-25 02:57:21_2023-06-25 04:05:16.csv,7092,2023-06-25T02:57:21Z,2023-06-25T04:05:16Z,0,1,1
7092_2023-06-26 05:17:39_2023-06-26 08:17:04.csv,7092,2023-06-26T05:17:39Z,2023-06-26T08:17:04Z,0,0,0
7092_2023-06-26 13:59:15_2023-06-26 15:49:07.csv,7092,2023-06-26T13:59:15Z,2023-06-26T15:49:07Z,0,0,0
7092_2023-06-27 03:33:12_2023-06-27 07:13:24.csv,7092,2023-06-27T03:37:59Z,2023-06-27T07:13:24Z,1,1,0
7092_2023-06-27 14:05:57_2023-06-27 16:42:44.csv,7092,2023-06-27T14:05:57Z,2023-06-27T16:42:44Z,1,0,0
7092_2023-06-28 03:45:26_2023-06-28 06:27:46.csv,7092,2023-06-28T03:45:26Z,2023-06-28T06:27:46Z,0,1,1
7092_2023-06-30 06:01:13_2023-06-30 07:46:18.csv,7092,2023-06-30T06:01:13Z,2023-06-30T07:46:18Z,1,0,0
7092_2023-07-06 01:40:21_2023-07-06 02:36:36.csv,7092,2023-07-06T01:40:21Z,2023-07-06T02:36:36Z,0,1,0
7092_2023-07-09 03:34:36_2023-07-09 04:00:53.csv,7092,2023-07-09T03:34:36Z,2023-07-09T04:00:53Z,0,1,1
7092_2023-07-11 15:49:37_2023-07-11 16:14:07.csv,7092,2023-07-11T15:49:37Z,2023-07-11T16:14:07Z,0,0,0
7092_2023-07-13 02:43:15_2023-07-13 03:20:01.csv,7092,2023-07-13T02:48:02Z,2023-07-13T03:20:01Z,0,1,0
7092_2023-07-15 03:31:00_2023-07-15 04:04:19.csv,7092,2023-07-15T03:31:00Z,2023-07-15T04:04:19Z,0,1,0
7092_2023-07-15 03:58:36_2023-07-15 04:30:45.csv,7092,2023-07-15T04:04:19Z,2023-07-15T04:09:09Z,0,1,1
7092_2023-07-17 01:35:39_2023-07-17 03:07:35.csv,7092,2023-07-17T01:35:39Z,2023-07-17T03:07:35Z,0,1,0
7092_2023-07-17 19:47:16_2023-07-17 20:15:05.csv,7092,2023-07-17T19:47:16Z,2023-07-17T20:15:05Z,0,1,0
7092_2023-07-18 01:20:57_2023-07-18 03:12:25.csv,7092,2023-07-18T01:25:46Z,2023-07-18T03:12:25Z,0,1,1
7092_2023-07-21 03:36:19_2023-07-21 04:58:06.csv,7092,2023-07-21T03:36:19Z,2023-07-21T04:58:06Z,0,1,1
7092_2023-07-22 03:27:28_2023-07-22 05:17:04.csv,7092,2023-07-22T03:32:15Z,2023-07-22T05:17:04Z,1,1,0
7092_2023-07-25 02:17:25_2023-07-25 03:15:01.csv,7092,2023-07-25T02:17:25Z,2023-07-25T03:15:01Z,0,0,0
7092_2023-07-26 19:00:09_2023-07-26 20:07:35.csv,7092,2023-07-26T19:00:09Z,2023-07-26T20:07:35Z,1,1,0
7130_2023-06-13 15:52:49_2023-06-13 18:27:38.csv,7130,2023-06-13T15:52:49Z,2023-06-13T18:27:38Z,0,1,1
7130_2023-06-14 08:14:10_2023-06-14 14:24:45.csv,7130,2023-06-14T08:14:10Z,2023-06-14T14:24:45Z,0,1,1
7130_2023-06-17 15:13:36_2023-06-17 16:48:32.csv,7130,2023-06-17T15:13:36Z,2023-06-17T16:48:32Z,0,0,0
7130_2023-06-17 17:07:56_2023-06-17 21:08:16.csv,7130,2023-06-17T17:07:56Z,2023-06-17T21:08:16Z,0,1,1
7130_2023-06-18 15:27:12_2023-06-18 20:32:51.csv,7130,2023-06-18T15:27:12Z,2023-06-18T20:32:51Z,1,0,0
7130_2023-06-19 15:14:16_2023-06-19 18:38:31.csv,7130,2023-06-19T15:14:16Z,2023-06-19T18:38:31Z,1,0,0
7130_2023-06-19 19:46:32_2023-06-19 23:54:31.csv,7130,2023-06-19T19:46:32Z,2023-06-19T23:54:31Z,0,0,0
7130_2023-06-20 00:04:14_2023-06-20 02:44:53.csv,7130,2023-06-20T00:04:14Z,2023-06-20T02:44:53Z,0,1,1
7130_2023-06-20 03:44:39_2023-06-20 12:59:52.csv,7130,2023-06-20T03:44:39Z,2023-06-20T12:59:52Z,1,1,1
7130_2023-06-21 06:57:16_2023-06-21 12:59:34.csv,7130,2023-06-21T06:57:16Z,2023-06-21T12:59:34Z,1,0,0
7130_2023-06-22 04:33:46_2023-06-22 09:33:06.csv,7130,2023-06-22T04:33:46Z,2023-06-22T09:33:06Z,0,1,1
7130_2023-06-22 20:10:04_2023-06-22 21:22:48.csv,7130,2023-06-22T20:10:04Z,2023-06-22T21:22:48Z,0,1,0
7130_2023-06-23 19:40:15_2023-06-23 22:47:23.csv,7130,2023-06-23T19:40:15Z,2023-06-23T22:47:23Z,0,1,1
7130_2023-06-25 12:27:15_2023-06-25 16:22:52.csv,7130,2023-06-25T12:27:15Z,2023-06-25T16:22:52Z,1,0,0
7130_2023-06-27 04:16:19_2023-06-27 11:47:13.csv,7130,2023-06-27T04:16:19Z,2023-06-27T11:47:13Z,0,0,0
7130_2023-07-03 03:13:30_2023-07-03 05:35:37.csv,7130,2023-07-03T03:13:30Z,2023-07-03T05:35:37Z,0,0,0
7130_2023-07-05 03:02:22_2023-07-05 03:35:58.csv,7130,2023-07-05T03:02:22Z,2023-07-05T03:35:58Z,0,0,0
7130_2023-07-05 23:17:37_2023-07-05 23:58:56.csv,7130,2023-07-05T23:22:22Z,2023-07-05T23:58:56Z,0,0,0
7130_2023-07-06 00:00:59_2023-07-06 04:10:22.csv,7130,2023-07-06T00:00:59Z,2023-07-06T04:10:22Z,0,0,0
7130_2023-07-07 00:01:09_2023-07-07 05:30:12.csv,7130,2023-07-07T00:01:09Z,2023-07-07T05:30:12Z,0,1,1
7130_2023-07-07 06:32:01_2023-07-07 09:52:57.csv,7130,2023-07-07T06:32:01Z,2023-07-07T09:52:57Z,1,0,0
7130_2023-07-11 03:59:52_2023-07-11 04:37:00.csv,7130,2023-07-11T03:59:52Z,2023-07-11T04:37:00Z,1,0,0
7130_2023-07-11 15:03:38_2023-07-11 16:09:19.csv,7130,2023-07-11T15:03:38Z,2023-07-11T16:09:19Z,0,0,0
7130_2023-07-12 02:03:49_2023-07-12 03:26:03.csv,7130,2023-07-12T02:03:49Z,2023-07-12T03:26:03Z,1,0,0
7130_2023-07-12 07:02:36_2023-07-12 10:11:23.csv,7130,2023-07-12T07:02:36Z,2023-07-12T10:11:23Z,0,0,0
7130_2023-07-13 03:45:55_2023-07-13 07:44:20.csv,7130,2023-07-13T03:45:55Z,2023-07-13T07:44:20Z,0,0,0
7130_2023-07-13 10:11:43_2023-07-13 12:56:34.csv,7130,2023-07-13T10:11:43Z,2023-07-13T12:56:34Z,1,0,0
7130_2023-07-16 05:43:01_2023-07-16 07:10:14.csv,7130,2023-07-16T05:43:01Z,2023-07-16T07:05:25Z,0,0,0
7130_2023-07-17 02:55:03_2023-07-17 06:53:53.csv,7130,2023-07-17T02:55:03Z,2023-07-17T06:53:53Z,0,0,0
7130_2023-07-17 12:19:17_2023-07-17 16:00:04.csv,7130,2023-07-17T12:19:17Z,2023-07-17T16:00:04Z,0,1,1
7130_2023-07-18 00:12:24_2023-07-18 03:29:41.csv,7130,2023-07-18T00:17:12Z,2023-07-18T03:29:41Z,0,0,0
7130_2023-07-19 05:56:43_2023-07-19 08:32:53.csv,7130,2023-07-19T05:56:43Z,2023-07-19T08:32:53Z,1,0,0
7130_2023-07-20 02:12:12_2023-07-20 05:11:16.csv,7130,2023-07-20T02:12:12Z,2023-07-20T05:11:16Z,1,1,0
7130_2023-07-21 05:29:20_2023-07-21 08:20:35.csv,7130,2023-07-21T05:29:20Z,2023-07-21T08:20:04Z,0,0,0
