"","file_name","device_info_serial","start_time","end_time","duration_minutes","inPark"
"82","7014_2024-06-03 09:44:07_2024-06-03 11:32:49.csv",7014,2024-06-03 09:44:07,2024-06-03 11:32:49,108.7,0
"83","7014_2024-06-28 06:14:53_2024-06-28 07:17:15.csv",7014,2024-06-28 06:14:53,2024-06-28 07:17:15,62.3666666666667,0
"84","7014_2024-06-30 16:00:55_2024-06-30 19:28:52.csv",7014,2024-06-30 16:00:55,2024-06-30 19:28:52,207.95,0
"85","7087_2024-05-07 15:17:55_2024-05-07 15:56:20.csv",7087,2024-05-07 15:22:42,2024-05-07 15:51:33,28.85,0
"86","7087_2024-05-09 04:03:56_2024-05-09 05:01:28.csv",7087,2024-05-09 04:03:56,2024-05-09 05:01:28,57.5333333333333,0
"87","7087_2024-05-09 06:27:05_2024-05-09 08:50:02.csv",7087,2024-05-09 06:36:43,2024-05-09 08:50:02,133.316666666667,0
"88","7087_2024-05-10 05:59:25_2024-05-10 07:11:29.csv",7087,2024-05-10 05:59:25,2024-05-10 07:11:29,72.0666666666667,0
"89","7087_2024-05-14 15:58:39_2024-05-14 16:42:18.csv",7087,2024-05-14 15:58:39,2024-05-14 16:42:18,43.65,0
"90","7087_2024-05-15 16:16:00_2024-05-15 16:55:12.csv",7087,2024-05-15 16:16:00,2024-05-15 16:55:12,39.2,0
"91","7087_2024-05-17 03:40:54_2024-05-17 07:45:06.csv",7087,2024-05-17 03:40:54,2024-05-17 07:40:19,239.416666666667,0
"92","7087_2024-05-20 17:47:28_2024-05-20 21:56:37.csv",7087,2024-05-20 17:47:28,2024-05-20 21:56:37,249.15,0
"93","7087_2024-05-23 20:22:53_2024-05-23 23:39:14.csv",7087,2024-05-23 20:47:30,2024-05-23 23:39:14,171.733333333333,0
"94","7087_2024-06-02 13:15:53_2024-06-02 15:56:09.csv",7087,2024-06-02 13:15:53,2024-06-02 15:56:09,160.266666666667,1
"95","7087_2024-06-13 05:31:01_2024-06-13 08:36:36.csv",7087,2024-06-13 05:31:01,2024-06-13 08:36:36,185.583333333333,0
"96","7087_2024-06-22 17:31:54_2024-06-22 18:49:57.csv",7087,2024-06-22 17:31:54,2024-06-22 18:49:57,78.05,0
"97","7087_2024-06-25 20:32:42_2024-06-25 22:18:31.csv",7087,2024-06-25 20:32:42,2024-06-25 22:18:31,105.816666666667,0
"98","7087_2024-07-15 16:42:35_2024-07-15 19:27:19.csv",7087,2024-07-15 16:42:35,2024-07-15 19:27:19,164.733333333333,0
"99","7087_2024-07-19 03:27:13_2024-07-19 09:26:46.csv",7087,2024-07-19 03:30:45,2024-07-19 09:26:46,356.016666666667,0
"100","7088_2024-05-15 03:45:21_2024-05-15 05:34:00.csv",7088,2024-05-15 03:45:21,2024-05-15 05:34:00,108.65,0
"101","7088_2024-05-15 09:01:59_2024-05-15 11:25:00.csv",7088,2024-05-15 09:01:59,2024-05-15 11:25:00,143.016666666667,0
"102","7088_2024-07-30 18:41:04_2024-07-30 19:24:59.csv",7088,2024-07-30 18:41:04,2024-07-30 19:24:59,43.9166666666667,0
"103","7090_2024-05-13 06:57:46_2024-05-13 09:23:07.csv",7090,2024-05-13 06:57:46,2024-05-13 09:18:17,140.516666666667,0
"104","7090_2024-05-19 09:49:55_2024-05-19 10:19:21.csv",7090,2024-05-19 09:49:55,2024-05-19 10:19:21,29.4333333333333,0
"105","7090_2024-05-23 11:18:31_2024-05-23 12:27:21.csv",7090,2024-05-23 11:18:31,2024-05-23 12:27:21,68.8333333333333,0
"106","7090_2024-05-24 02:49:34_2024-05-24 03:28:57.csv",7090,2024-05-24 02:49:34,2024-05-24 03:28:57,39.3833333333333,0
"107","7090_2024-05-27 06:21:37_2024-05-27 10:42:50.csv",7090,2024-05-27 06:21:37,2024-05-27 10:42:50,261.216666666667,0
"108","7090_2024-06-09 07:03:54_2024-06-09 07:21:58.csv",7090,2024-06-09 07:03:54,2024-06-09 07:21:58,18.0666666666667,0
"109","7090_2024-06-13 19:28:17_2024-06-13 20:00:45.csv",7090,2024-06-13 19:28:17,2024-06-13 20:00:45,32.4666666666667,0
"110","7090_2024-07-07 12:33:14_2024-07-07 13:03:00.csv",7090,2024-07-07 12:33:14,2024-07-07 13:03:00,29.7666666666667,0
"111","7090_2024-07-16 00:58:33_2024-07-16 01:38:13.csv",7090,2024-07-16 00:58:33,2024-07-16 01:38:13,39.6666666666667,0
"112","7090_2024-07-16 22:31:11_2024-07-16 23:30:01.csv",7090,2024-07-16 22:31:11,2024-07-16 23:30:01,58.8333333333333,0
"113","7090_2024-07-17 19:10:07_2024-07-17 20:56:12.csv",7090,2024-07-17 19:10:07,2024-07-17 20:56:12,106.083333333333,0
"114","7092_2024-06-03 06:37:08_2024-06-03 07:25:40.csv",7092,2024-06-03 06:37:08,2024-06-03 07:25:40,48.5333333333333,0
"115","7092_2024-06-04 04:41:23_2024-06-04 06:04:02.csv",7092,2024-06-04 04:41:23,2024-06-04 06:04:02,82.65,0
"116","7092_2024-06-05 13:07:32_2024-06-05 14:26:28.csv",7092,2024-06-05 13:07:32,2024-06-05 14:26:28,78.9333333333333,0
"117","7092_2024-06-09 06:06:18_2024-06-09 07:14:10.csv",7092,2024-06-09 06:06:18,2024-06-09 07:14:01,67.7166666666667,0
"118","7092_2024-06-27 01:06:52_2024-06-27 02:46:01.csv",7092,2024-06-27 01:06:52,2024-06-27 02:46:01,99.15,0
"119","7092_2024-06-27 04:32:42_2024-06-27 07:23:05.csv",7092,2024-06-27 04:32:42,2024-06-27 07:23:05,170.383333333333,1
"120","7092_2024-06-30 02:03:20_2024-06-30 02:37:08.csv",7092,2024-06-30 02:03:20,2024-06-30 02:37:08,33.8,0
"121","7092_2024-07-03 01:14:28_2024-07-03 01:52:53.csv",7092,2024-07-03 01:14:28,2024-07-03 01:52:53,38.4166666666667,0
"122","7092_2024-07-09 02:53:36_2024-07-09 03:32:41.csv",7092,2024-07-09 02:53:36,2024-07-09 03:32:41,39.0833333333333,0
"123","7092_2024-07-09 18:51:44_2024-07-09 19:59:27.csv",7092,2024-07-09 18:51:44,2024-07-09 19:54:39,62.9166666666667,0
"124","7092_2024-07-10 03:39:27_2024-07-10 05:30:10.csv",7092,2024-07-10 03:39:27,2024-07-10 05:30:10,110.716666666667,0
"125","7092_2024-07-13 00:33:07_2024-07-13 02:51:33.csv",7092,2024-07-13 00:33:07,2024-07-13 02:51:33,138.433333333333,0
"126","7092_2024-07-15 17:20:27_2024-07-15 21:09:49.csv",7092,2024-07-15 17:20:27,2024-07-15 21:09:49,229.366666666667,0
"127","7092_2024-07-16 02:52:01_2024-07-16 03:30:50.csv",7092,2024-07-16 02:52:01,2024-07-16 03:21:14,29.2166666666667,0
"128","7092_2024-07-18 18:57:35_2024-07-18 20:15:54.csv",7092,2024-07-18 18:57:35,2024-07-18 20:15:54,78.3166666666667,0
