"","file_name","device_info_serial","start_time","end_time","duration_minutes","inPark"
"1","5557_2024-06-19 00:57:23_2024-06-19 04:04:13.csv",5557,2024-06-19 00:57:23,2024-06-19 04:04:13,186.833333333333,0
"2","5557_2024-06-26 00:02:40_2024-06-26 01:25:35.csv",5557,2024-06-26 00:02:40,2024-06-26 01:25:35,82.9166666666667,0
"3","5557_2024-06-29 00:25:40_2024-06-29 01:56:20.csv",5557,2024-06-29 00:25:40,2024-06-29 01:56:20,90.6666666666667,0
"4","5557_2024-07-08 19:03:07_2024-07-08 20:05:30.csv",5557,2024-07-08 19:03:07,2024-07-08 20:00:41,57.5666666666667,0
"5","5557_2024-07-13 00:01:21_2024-07-13 00:45:20.csv",5557,2024-07-13 00:01:21,2024-07-13 00:45:20,43.9833333333333,0
"6","5579_2024-05-01 19:08:41_2024-05-01 20:20:23.csv",5579,2024-05-01 19:08:41,2024-05-01 20:20:23,71.7,0
"7","5579_2024-05-05 19:22:44_2024-05-05 21:24:34.csv",5579,2024-05-05 19:27:32,2024-05-05 21:24:34,117.033333333333,0
"8","5579_2024-05-08 19:02:21_2024-05-08 20:22:33.csv",5579,2024-05-08 19:02:21,2024-05-08 20:22:33,80.2,0
"9","5579_2024-05-09 19:59:12_2024-05-09 21:31:59.csv",5579,2024-05-09 19:59:12,2024-05-09 21:31:59,92.7833333333333,0
"10","5579_2024-06-08 15:19:54_2024-06-08 16:23:41.csv",5579,2024-06-08 15:19:54,2024-06-08 16:18:50,58.9333333333333,0
"11","5579_2024-06-09 05:43:49_2024-06-09 08:01:46.csv",5579,2024-06-09 05:43:49,2024-06-09 08:01:46,137.95,0
"12","5579_2024-06-10 05:06:59_2024-06-10 06:33:35.csv",5579,2024-06-10 05:06:59,2024-06-10 06:33:35,86.6,0
"13","5579_2024-06-11 05:53:41_2024-06-11 07:30:15.csv",5579,2024-06-11 05:53:41,2024-06-11 07:30:15,96.5666666666667,0
"14","5579_2024-06-17 05:19:44_2024-06-17 06:51:11.csv",5579,2024-06-17 05:19:44,2024-06-17 06:46:23,86.65,0
"15","5579_2024-06-17 17:36:11_2024-06-17 18:55:54.csv",5579,2024-06-17 17:36:11,2024-06-17 18:55:53,79.7,0
"16","5579_2024-06-19 17:19:21_2024-06-19 19:25:09.csv",5579,2024-06-19 17:19:21,2024-06-19 19:25:09,125.8,0
"17","5579_2024-06-24 02:11:02_2024-06-24 02:49:39.csv",5579,2024-06-24 02:11:12,2024-06-24 02:49:39,38.45,0
"18","5579_2024-06-25 05:05:46_2024-06-25 08:47:12.csv",5579,2024-06-25 05:05:46,2024-06-25 08:47:12,221.433333333333,1
"19","5579_2024-06-26 15:36:58_2024-06-26 16:15:58.csv",5579,2024-06-26 15:36:58,2024-06-26 16:15:58,39,0
"20","5579_2024-06-27 01:15:59_2024-06-27 02:34:05.csv",5579,2024-06-27 01:15:59,2024-06-27 02:34:05,78.1,0
"21","5579_2024-06-27 03:58:22_2024-06-27 07:54:10.csv",5579,2024-06-27 03:58:22,2024-06-27 07:54:10,235.8,0
"22","5579_2024-06-28 05:45:53_2024-06-28 09:06:11.csv",5579,2024-06-28 05:45:53,2024-06-28 09:06:11,200.3,0
"23","5579_2024-07-02 00:34:18_2024-07-02 03:33:51.csv",5579,2024-07-02 00:39:13,2024-07-02 03:33:51,174.633333333333,0
"24","5579_2024-07-03 01:33:24_2024-07-03 04:14:12.csv",5579,2024-07-03 01:33:24,2024-07-03 04:14:12,160.8,1
"25","5579_2024-07-10 13:30:11_2024-07-10 14:52:19.csv",5579,2024-07-10 13:35:10,2024-07-10 14:47:33,72.3833333333333,0
"26","5579_2024-07-20 03:04:37_2024-07-20 06:04:39.csv",5579,2024-07-20 03:04:37,2024-07-20 05:58:28,173.85,1
"27","5579_2024-07-28 02:27:57_2024-07-28 04:42:19.csv",5579,2024-07-28 02:27:57,2024-07-28 04:42:19,134.366666666667,0
"28","5579_2024-07-29 04:21:19_2024-07-29 04:31:17.csv",5579,2024-07-29 04:21:19,2024-07-29 04:31:17,9.96666666666667,0
"29","5615_2024-05-05 19:18:09_2024-05-05 21:14:38.csv",5615,2024-05-05 19:18:09,2024-05-05 21:14:38,116.483333333333,0
"30","5615_2024-06-20 15:20:43_2024-06-20 20:07:56.csv",5615,2024-06-20 15:20:43,2024-06-20 20:07:56,287.216666666667,0
"31","5615_2024-06-24 03:10:57_2024-06-24 06:33:35.csv",5615,2024-06-24 03:10:57,2024-06-24 06:33:35,202.633333333333,1
"32","5615_2024-06-30 02:21:43_2024-06-30 06:35:30.csv",5615,2024-06-30 02:21:43,2024-06-30 06:35:30,253.783333333333,1
"33","5615_2024-07-09 15:02:05_2024-07-09 19:26:15.csv",5615,2024-07-09 15:02:05,2024-07-09 19:21:47,259.7,0
"34","5615_2024-07-11 02:07:13_2024-07-11 04:28:17.csv",5615,2024-07-11 02:12:01,2024-07-11 04:28:17,136.266666666667,1
"35","5615_2024-07-15 17:38:59_2024-07-15 19:06:11.csv",5615,2024-07-15 17:38:59,2024-07-15 19:06:11,87.2,0
"36","5615_2024-07-17 16:11:30_2024-07-17 20:23:27.csv",5615,2024-07-17 16:11:30,2024-07-17 20:23:27,251.95,1
"37","5615_2024-07-17 16:55:46_2024-07-17 20:04:18.csv",5615,2024-07-17 16:55:46,2024-07-17 20:04:18,188.533333333333,1
"38","5717_2024-05-01 00:02:35_2024-05-01 03:56:40.csv",5717,2024-05-01 00:02:35,2024-05-01 03:56:40,234.083333333333,0
"39","5717_2024-05-02 00:03:08_2024-05-02 03:20:55.csv",5717,2024-05-02 00:03:08,2024-05-02 03:20:55,197.783333333333,0
"40","5717_2024-05-13 20:01:39_2024-05-13 20:29:42.csv",5717,2024-05-13 20:01:39,2024-05-13 20:29:42,28.05,0
"41","5717_2024-07-31 04:15:53_2024-07-31 09:25:14.csv",5717,2024-07-31 04:18:25,2024-07-31 09:18:23,299.966666666667,1
"42","5717_2024-07-31 08:44:48_2024-07-31 19:28:23.csv",5717,2024-07-31 08:44:48,2024-07-31 19:28:23,643.583333333333,0
"43","5861_2024-05-12 14:17:53_2024-05-12 15:40:30.csv",5861,2024-05-12 14:17:53,2024-05-12 15:40:30,82.6166666666667,0
"44","5861_2024-05-31 06:27:49_2024-05-31 07:03:01.csv",5861,2024-05-31 06:27:49,2024-05-31 07:03:01,35.2,0
"45","5861_2024-06-24 00:01:49_2024-06-24 02:03:40.csv",5861,2024-06-24 00:01:49,2024-06-24 02:03:40,121.85,0
"46","5942_2024-06-18 04:10:08_2024-06-18 07:32:11.csv",5942,2024-06-18 04:10:08,2024-06-18 07:32:11,202.05,0
"47","5965_2024-05-15 06:12:06_2024-05-15 07:43:02.csv",5965,2024-05-15 06:16:46,2024-05-15 07:40:55,84.15,0
"48","5965_2024-05-27 19:11:00_2024-05-27 19:50:31.csv",5965,2024-05-27 19:11:00,2024-05-27 19:50:31,39.5166666666667,0
"49","5965_2024-06-02 22:50:00_2024-06-02 23:28:23.csv",5965,2024-06-02 22:50:00,2024-06-02 23:28:23,38.3833333333333,0
"50","5965_2024-06-05 03:59:58_2024-06-05 04:57:46.csv",5965,2024-06-05 03:59:58,2024-06-05 04:57:46,57.8,0
"51","5965_2024-06-05 13:14:04_2024-06-05 14:01:48.csv",5965,2024-06-05 13:14:04,2024-06-05 14:01:48,47.7333333333333,0
"52","5965_2024-06-06 16:09:38_2024-06-06 16:44:47.csv",5965,2024-06-06 16:09:38,2024-06-06 16:44:47,35.15,0
"53","5965_2024-06-08 08:13:26_2024-06-08 09:22:43.csv",5965,2024-06-08 08:13:26,2024-06-08 09:22:43,69.2833333333333,0
"54","5965_2024-06-08 19:50:33_2024-06-08 20:09:44.csv",5965,2024-06-08 19:50:33,2024-06-08 20:09:44,19.1833333333333,0
"55","5965_2024-06-13 06:04:04_2024-06-13 07:18:57.csv",5965,2024-06-13 06:04:04,2024-06-13 07:18:57,74.8833333333333,0
"56","5965_2024-06-14 00:01:34_2024-06-14 02:24:51.csv",5965,2024-06-14 00:01:34,2024-06-14 02:24:51,143.283333333333,0
"57","5965_2024-06-18 01:45:17_2024-06-18 02:59:26.csv",5965,2024-06-18 01:45:17,2024-06-18 02:59:26,74.15,0
"58","5965_2024-06-21 18:52:07_2024-06-21 20:58:19.csv",5965,2024-06-21 18:52:07,2024-06-21 20:58:16,126.15,0
"59","5965_2024-06-22 20:37:35_2024-06-22 21:30:35.csv",5965,2024-06-22 20:37:35,2024-06-22 21:30:35,53,0
"60","5965_2024-06-23 02:46:19_2024-06-23 03:52:11.csv",5965,2024-06-23 02:46:19,2024-06-23 03:52:11,65.8666666666667,0
"61","5965_2024-06-24 01:25:34_2024-06-24 02:58:38.csv",5965,2024-06-24 01:25:34,2024-06-24 02:58:38,93.0666666666667,0
"62","5965_2024-06-29 10:25:30_2024-06-29 11:48:31.csv",5965,2024-06-29 10:25:30,2024-06-29 11:48:31,83.0166666666667,0
"63","5965_2024-07-04 04:35:55_2024-07-04 05:56:28.csv",5965,2024-07-04 04:35:55,2024-07-04 05:56:28,80.55,0
"64","5965_2024-07-04 13:34:20_2024-07-04 14:37:48.csv",5965,2024-07-04 13:34:20,2024-07-04 14:37:48,63.4666666666667,0
"65","5965_2024-07-16 03:34:28_2024-07-16 04:13:00.csv",5965,2024-07-16 03:34:28,2024-07-16 04:13:00,38.5333333333333,0
"66","5965_2024-07-17 20:40:06_2024-07-17 21:13:43.csv",5965,2024-07-17 20:40:06,2024-07-17 21:13:43,33.6166666666667,0
"67","5965_2024-07-26 12:57:31_2024-07-26 13:08:36.csv",5965,2024-07-26 12:57:31,2024-07-26 13:08:36,11.0833333333333,0
"68","5977_2024-05-06 00:10:18_2024-05-06 03:37:51.csv",5977,2024-05-06 00:10:18,2024-05-06 03:37:51,207.55,1
"69","5977_2024-06-20 04:43:00_2024-06-20 06:29:25.csv",5977,2024-06-20 04:43:00,2024-06-20 06:29:25,106.416666666667,0
"70","5979_2024-05-09 19:08:16_2024-05-09 21:38:55.csv",5979,2024-05-09 19:08:16,2024-05-09 21:38:55,150.65,0
"71","5979_2024-06-19 18:43:01_2024-06-19 20:42:48.csv",5979,2024-06-19 18:43:01,2024-06-19 20:42:48,119.783333333333,0
"72","5979_2024-06-20 19:46:30_2024-06-20 21:47:30.csv",5979,2024-06-20 19:46:30,2024-06-20 21:47:30,121,0
"73","5979_2024-07-01 14:09:57_2024-07-01 16:18:03.csv",5979,2024-07-01 14:09:57,2024-07-01 16:18:03,128.1,0
"74","5979_2024-07-02 20:36:30_2024-07-02 21:34:16.csv",5979,2024-07-02 20:36:30,2024-07-02 21:34:16,57.7666666666667,0
"75","5979_2024-07-17 08:19:51_2024-07-17 08:59:07.csv",5979,2024-07-17 08:19:51,2024-07-17 08:59:07,39.2666666666667,0
"76","5979_2024-07-19 16:28:44_2024-07-19 17:41:17.csv",5979,2024-07-19 16:28:44,2024-07-19 17:41:17,72.55,1
"77","7014_2024-05-03 03:43:25_2024-05-03 05:03:02.csv",7014,2024-05-03 03:43:25,2024-05-03 05:03:02,79.6166666666667,0
"78","7014_2024-05-06 06:28:37_2024-05-06 08:17:39.csv",7014,2024-05-06 06:28:37,2024-05-06 08:17:39,109.033333333333,0
"79","7014_2024-05-08 04:16:35_2024-05-08 06:43:34.csv",7014,2024-05-08 04:16:35,2024-05-08 06:43:34,146.983333333333,0
"80","7014_2024-05-17 00:03:28_2024-05-17 04:01:03.csv",7014,2024-05-17 00:03:28,2024-05-17 04:01:03,237.583333333333,0
"81","7014_2024-05-24 05:21:23_2024-05-24 09:53:48.csv",7014,2024-05-24 05:21:23,2024-05-24 09:53:48,272.416666666667,0
