file_name,device_info_serial,date_time,index,speed_2d,prediction,confidence,altitude,temperature,runtime,model,inPark,longitude,latitude,WENT_BACK,counttime,temp_diff,time_diff,tempchange,temp_drop_flag,feeding_event
7087_2024-07-19 03:27:13_2024-07-19 09:26:46.csv,7087,2024-07-19T07:24:07Z,0,8.3662,Flap,0.94,41,33.2,2025-05-21T11:10:28Z,45_best,0,4.5995126,52.5236031,1,1721373847,-3.8999999999999986,287,-0.013588850174216023,1,1
7088_2024-05-15 03:45:21_2024-05-15 05:34:00.csv,7088,2024-05-15T05:34:00Z,0,12.1697,Flap,0.98,44,27.5,2025-05-21T10:50:44Z,45_best,0,4.5681878,52.4540412,1,1715751240,-4.100000000000001,881,-0.004653802497162317,1,1
7088_2024-05-15 09:01:59_2024-05-15 11:25:00.csv,7088,2024-05-15T09:11:35Z,0,0.7408,Float,0.98,9,25.5,2025-05-21T10:50:50Z,45_best,0,4.5309167,52.4361406,1,1715764295,-6.5,576,-0.011284722222222222,1,1
7088_2024-07-30 18:41:04_2024-07-30 19:24:59.csv,7088,2024-07-30T18:56:00Z,0,8.7612,Flap,0.99,9,28.3,2025-05-21T10:50:22Z,45_best,0,4.5187714,52.4877909,1,1722365760,-4.4999999999999964,896,-0.005022321428571425,1,1
7090_2024-05-13 06:57:46_2024-05-13 09:23:07.csv,7090,2024-05-13T09:13:22Z,0,0.1346,SitStand,0.93,2,31.4,2025-06-11T09:54:17Z,45_best,0,4.5848135,52.519985,1,1715591602,-7.399999999999999,873,-0.008476517754868268,1,1
7090_2024-05-19 09:49:55_2024-05-19 10:19:21.csv,7090,2024-05-19T10:09:37Z,0,2.5867,ExFlap,0.94,-4,29.2,2025-06-11T09:54:09Z,45_best,0,4.5549107,52.480125,1,1716113377,-4.699999999999999,287,-0.016376306620209058,1,1
7090_2024-05-23 11:18:31_2024-05-23 12:27:21.csv,7090,2024-05-23T12:02:18Z,0,0.0796,SitStand,0.99,-27,31.3,2025-06-11T09:54:01Z,45_best,0,4.5760334,52.4649379,1,1716465738,-2.6999999999999993,584,-0.004623287671232875,1,1
7090_2024-05-24 02:49:34_2024-05-24 03:28:57.csv,7090,2024-05-24T03:03:59Z,0,1.1845,Float,1,2,28,2025-06-11T09:53:56Z,45_best,0,4.5071901,52.381824,1,1716519839,-3.8000000000000007,289,-0.013148788927335642,1,1
7090_2024-05-27 06:21:37_2024-05-27 10:42:50.csv,7090,2024-05-27T10:33:15Z,0,1.9761,Float,0.99,3,34.7,2025-06-11T09:53:44Z,45_best,0,4.52874,52.4428934,1,1716805995,-5.699999999999996,1329,-0.004288939051918733,1,1
7090_2024-06-09 07:03:54_2024-06-09 07:21:58.csv,7090,2024-06-09T07:21:58Z,0,1.4525,Manouvre,0.84,-1,29.4,2025-06-11T09:53:21Z,45_best,0,4.5274787,52.4666565,1,1717917718,-2.400000000000002,285,-0.008421052631578954,1,1
7090_2024-06-13 19:28:17_2024-06-13 20:00:45.csv,7090,2024-06-13T19:55:58Z,0,15.4399,Flap,0.94,35,31.8,2025-06-11T09:53:17Z,45_best,0,4.521485,52.4528953,1,1718308558,-2.8000000000000007,291,-0.009621993127147769,1,1
7090_2024-07-07 12:33:14_2024-07-07 13:03:00.csv,7090,2024-07-07T12:42:48Z,0,8.2034,Flap,0.99,22,28.2,2025-06-11T09:52:41Z,45_best,0,4.5426164,52.4526479,1,1720356168,-3.1999999999999993,287,-0.011149825783972124,1,1
7090_2024-07-16 00:58:33_2024-07-16 01:38:13.csv,7090,2024-07-16T01:13:34Z,0,0.1238,Float,0.89,0,29.8,2025-06-11T09:52:25Z,45_best,0,4.5026476,52.4396965,1,1721092414,-5.300000000000001,901,-0.005882352941176471,1,1
7090_2024-07-16 22:31:11_2024-07-16 23:30:01.csv,7090,2024-07-16T22:46:06Z,0,9.5016,Flap,0.99,0,29.1,2025-06-11T09:52:29Z,45_best,0,4.5394024,52.444545,1,1721169966,-4.100000000000001,895,-0.00458100558659218,1,1
7090_2024-07-17 19:10:07_2024-07-17 20:56:12.csv,7090,2024-07-17T20:51:24Z,0,10.7432,Flap,0.99,60,30.9,2025-06-11T09:52:21Z,45_best,0,4.535812,52.4117758,1,1721249484,-4.200000000000003,577,-0.007279029462738306,1,1
7092_2024-06-03 06:37:08_2024-06-03 07:25:40.csv,7092,2024-06-03T06:56:20Z,0,4.0081,Flap,0.99,3,26.6,2025-05-21T10:39:05Z,45_best,0,4.495915,52.4467422,1,1717397780,-3,287,-0.010452961672473868,1,1
7092_2024-06-04 04:41:23_2024-06-04 06:04:02.csv,7092,2024-06-04T05:20:49Z,0,4.2769,Flap,0.99,-2,27.6,2025-05-21T10:38:59Z,45_best,0,4.5390667,52.5764386,1,1717478449,-2.099999999999998,287,-0.0073170731707317,1,1
7092_2024-06-05 13:07:32_2024-06-05 14:26:28.csv,7092,2024-06-05T13:22:28Z,0,0.546,SitStand,0.99,2,29.1,2025-05-21T10:38:53Z,45_best,0,4.5574455,52.4526181,1,1717593748,-9.799999999999997,896,-0.010937499999999998,1,1
7092_2024-06-09 06:06:18_2024-06-09 07:14:10.csv,7092,2024-06-09T06:19:50Z,0,3.1735,Flap,1,2,26.8,2025-05-21T10:38:39Z,45_best,0,4.4467746,52.4819041,1,1717913990,-2.6999999999999993,27,-0.09999999999999998,1,1
7092_2024-06-27 01:06:52_2024-06-27 02:46:01.csv,7092,2024-06-27T01:36:28Z,0,0.9717,Float,0.94,0,27.8,2025-05-21T10:38:02Z,45_best,0,4.4988995,52.5663027,1,1719452188,-5.300000000000001,288,-0.018402777777777782,1,1
7092_2024-06-27 04:32:42_2024-06-27 07:23:05.csv,7092,2024-06-27T05:45:38Z,0,0.4495,Float,0.34,0,30.8,2025-05-21T10:37:56Z,45_best,1,4.2663861,52.7399612,1,1719467138,-2.1999999999999993,9,-0.24444444444444435,1,1
7092_2024-06-30 02:03:20_2024-06-30 02:37:08.csv,7092,2024-06-30T02:37:08Z,0,0.9297,SitStand,0.83,3,27.9,2025-05-21T10:37:34Z,45_best,0,4.5531058,52.4539288,1,1719715028,-3.400000000000002,294,-0.011564625850340144,1,1
7092_2024-07-03 01:14:28_2024-07-03 01:52:53.csv,7092,2024-07-03T01:24:03Z,0,1.1062,Float,0.99,-4,25.9,2025-05-21T10:37:23Z,45_best,0,4.5151022,52.5016186,1,1719969843,-3.3000000000000007,287,-0.011498257839721257,1,1
7092_2024-07-09 02:53:36_2024-07-09 03:32:41.csv,7092,2024-07-09T03:08:30Z,0,7.8375,Flap,1,25,30.4,2025-05-21T10:37:12Z,45_best,0,4.4254984,52.4418317,1,1720494510,-4.399999999999999,894,-0.004921700223713645,1,1
7092_2024-07-09 18:51:44_2024-07-09 19:59:27.csv,7092,2024-07-09T19:15:44Z,0,0.9946,Float,0.96,-6,27.3,2025-05-21T10:37:18Z,45_best,0,4.4127998,52.4563803,1,1720552544,-2.8000000000000007,578,-0.004844290657439448,1,1
7092_2024-07-10 03:39:27_2024-07-10 05:30:10.csv,7092,2024-07-10T04:08:17Z,0,0.2631,Pecking,0.59,0,29.4,2025-05-21T10:37:07Z,45_best,0,4.46218,52.4647487,1,1720584497,-3.3999999999999986,289,-0.011764705882352936,1,1
7092_2024-07-10 03:39:27_2024-07-10 05:30:10.csv,7092,2024-07-10T05:01:20Z,0,0.9767,Float,0.38,1,30.5,2025-05-21T10:37:07Z,45_best,0,4.4280789,52.4554657,1,1720587680,-3.3999999999999986,289,-0.011764705882352936,1,1
7092_2024-07-13 00:33:07_2024-07-13 02:51:33.csv,7092,2024-07-13T00:57:11Z,0,1.0393,Float,1,-3,26.8,2025-05-21T10:36:51Z,45_best,0,4.4620001,52.5073384,1,1720832231,-5.199999999999999,290,-0.01793103448275862,1,1
7092_2024-07-15 17:20:27_2024-07-15 21:09:49.csv,7092,2024-07-15T17:58:55Z,0,0.5563,Float,0.98,-91,27.2,2025-05-21T10:36:45Z,45_best,0,4.4281138,52.4387614,1,1721066335,-4.199999999999999,292,-0.014383561643835615,1,1
7092_2024-07-16 02:52:01_2024-07-16 03:30:50.csv,7092,2024-07-16T03:11:36Z,0,0.4448,Float,0.86,-1,26.1,2025-05-21T10:36:39Z,45_best,0,4.4500858,52.4810086,1,1721099496,-3.8999999999999986,314,-0.012420382165605091,1,1
7092_2024-07-18 18:57:35_2024-07-18 20:15:54.csv,7092,2024-07-18T20:00:40Z,0,0.4299,SitStand,0.65,-5,27.8,2025-05-21T10:36:34Z,45_best,0,4.4335672,52.5132432,1,1721332840,-3.099999999999998,330,-0.009393939393939387,1,1
